person,dialogue
monica,we're just making conversation. (chandler makes an agreeing-sound)
chandler,"you know what's not funny? male pattern baldness (monica stretches her neck to look behind zack's head and then gives chandler an ""ok"" sign)"
chandler,i noticed you were enjoying that ravioli with a beautiful set of teeth. did you have braces as a child?
monica,yess!! (m & c high-five and zack looks confused again)
chandler,(proceeding with his dinner) we're teeth people zack!
rachel,alright! let's just do it. let's just go over there and see if she heard.
phoebe,good plan.
rachel,ok. (phoebe starts to walk in the opposite direction though. rachel sees and follows her) wha...? where? where are you going?
monica,"fine, so you don't like them. everybody else does."
chandler,"again, let's journey back... as i recall what rachel said, was she had never notice the shape of your skull before. and joey... well, joey didn't realise that there was anything different."
monica,"you know what? i don't care. i like it like this, and i'm gonna keep it. you're just jealous because your hair can't do this... (and she shakes her head more violently) ouch!"
chandler,hit yourself in the tooth?
monica,and the eye!
ross,"(gasps) hi... there she is. hi emma. oh my god, i missed you. (kisses her) oh emma, i missed you so much. hey... did you have a good time with grandma green? huh? did she give you a bottle of anti-depressants again to use as a rattle? (to rachel)"
rachel,"that was one time, ross, and they were only like 5 milligrams."
ross,"ooh hey, emma, daddy has some presents for you okay? okay? i want you to wait right here. come here sweetie."
rachel,"aaah... ross, actually there's something that i really need to talk to you about."
ross,"(unpacking his bag) okay, shoot!"
rachel,"okay, uhm... alright, here's the deal."
ross,(gasps) oh no!
rachel,what? what is it?
ross,"oh, major shampoo explosion!"
rachel,"uh, look ross, this really isn't easy."
ross,"oh, it's all over everything. why? why me? (looks up)"
rachel,because you took three hundred bottles of shampoo?
joey,"ah! i'm an actor! i can memorize anything! last week on ""days"" i had to say ""frontal temporal zygomatic craniotomy""."
ross,wow. what does that mean?
joey,"no idea! but the guy i said it to dies in the next scene so i guess it means ""you're gonna get eaten by a bear""."
ross,ok! so let's move on to the renaissance?
joey,"ok, caravaggio uses chiaroscuro here to highlight the anguish of the central figure. touch it, it's really bumpy! (reaches out to touch the imaginary painting)."
ross,"nah ah! nah ah! (stops him form doing so) no no no! no ad-libbing and dude, you can't touch the paintings."
joey,come on! you... (reaches out to touch the imaginary painting again)
ross,no! (slaps his hand)
chandler,(to the nurse at the nurses' station) my specimen is in the room and i just want to thank whoever knocked on the door while i was in there. really helped speed the process along! (walks towards the common area and sees janice is still there) janice! you're not... gone?
chandler,yeah! yeah... the hard part is over!
chandler,i haven't... i haven't even thought about the results yet... i just assumed that everything was gonna be ok.
chandler,"(slightly panicky) yeah, but what if it's not? what if there is a reason why we can't have a baby?"
chandler,"(smiling again) oh, oh, yeah, ok, thanks. i can't believe i didn't even think of that. i guess i was just so worried about having to... come here and do... 'that'..."
chandler,"(stares at her intently, then yells) it was a ""wendy's!! """
phoebe,(she takes the bowl from rachel's hands and she starts running around the room and yelling) ooooohhhhh!
ross,"(trying to stop her) hey, hey!!"
phoebe,"(keeping on running and yelling) ooooohhhhh! (she stops) fine, i can't take it anymore! i'm putting an end to this! (she goes out to the balcony)"
rachel,"oh, if she jumps, i get her tickets."
joey,"no, no! (they all go towards the balcony but they get jammed in the window)"
phoebe,"if we are not doing it together, we're not doing it at all! so, say goodbye to your tickets! (she holds out the bowl, and makes as to drop the tickets on the street)."
phoebe,don't come any closer!
chandler,"can i come a little bit closer, valuable things are getting squished..."
phoebe,"no, what's more important, your friends or money?"
monica,money! (they all look at her) friends...
phoebe,"hey monica, what about your extra tickets?"
monica,they're all in there! even these five that i hid in my bra (takes some tickets out of her bra and gives them to phoebe)...
ross,monica!
phoebe,"ok, good! (pause) you guys were so scared! there was no way i was gonna dump this...(a pigeon swoops down, scaring phoebe who drops the bowl on the street) oh god, no! (pause) i think i broke your bowl."
ross,"go, go, go!!"
phoebe,"what a beautiful night to be running around the street, looking for tickets. and the wind sure made it fun."
monica,"oh, you're so wonderful."
chandler,"can't believe you guys bought that, enjoy your slow death (runs away)."
joey,damnit!
chandler,"oh, is it on the computer, cuz i'd love to give it a read...?"
ross,"if you want to check your email, just ask! (chandler tries to look offended)"
chandler,(offended) what? (pause) may i?
rachel,"(looking out the window) what's with the rain, geller? i mean, when i signed up for dino week, nobody said anything about it being monsoon season."
rachel,it's not the time charlie.
chandler,"(at the laptop) oh, no, no, no dear god, no!"
joey,"oh what, did someone outbid you for the teapot? (chandler looks annoyed at him and joey leans in to him) oh! secret teapot?"
chandler,"your computer, i don't know wha... everything's gone!"
ross,wha... what do you mean? (goes to the laptop)
chandler,it must be a virus. i think it erased your hard drive.
ross,"what, oh my god. what did you do?"
chandler,someone i don't know sent me an e-mail and i opened it.
phoebe,mike doesn't ever wanna get married.
ross,never?
phoebe,never.
ross,wow...are you still going to move in with him?
phoebe,"i want to...but i just want you to tell me that marriage isn't really that big a deal. you know...that i won't, i won't be missing out on anything. that marriage stinks!"
ross,yeah...marriage...stinks! i mean if you wanna see a man gain weight and a woman stop shaving? get them married.
phoebe,that's not how you really feel is it?
ross,"no, i'm sorry. look i don't think that's what you wanna hear right now but i can't help it. i love marriage."
phoebe,seriously? you divorc-o?
ross,"if you have to call me name, i prefer ross the divorcer. it's just cooler. look...i know my marriage isn't exactly work out. but i love to be that committed to another person. and caroline and i had some good times before she became a lesbian! and once afterward. i'm sorry."
phoebe,it's ok that's how you feel.
ross,but come on! i mean living together will be great! i mean you guys have so much fun...and you love mike.
phoebe,i do love mike.
ross,yeah see? and you are so excited about moving in together before... and you know what? you should be. it's a big deal!
phoebe,yeah i guess you're right. yeah thanks. this helped. thanks.
ross,"the divorcer, to the rescue!"
phoebe,it's not cooler.
ross,yeah i just hurt it.
monica,"look, guys, you can't do this, it's just going to make getting over each other, that much harder."
phoebe,not if nothing happens. why can't... why can't we just hang out as friends?
monica,"sure! if you're just gonna hang out as friends, then maybe i'll join ya. you know, i'm your friend (to phoebe) and mike's friend (mike is sceptical)."
phoebe,sit down.
monica,oh wow wow wow!! make room for your friend! (sits herself down between them)
monica,i've been pretty good!
phoebe,"thanks, you look good too."
monica,oh no no no no... this is dangerous territory. keep it clean!
phoebe,so how's the piano playing going?
phoebe,i've missed you too.
monica,"you know, on the way over here, i saw this drunk guy throw up. and then a pigeon ate it!"
chandler,"hey, ross, i just wanted to apologize... (­looks at laptop screen)..don't tell me you actually made those gay pictures of me?"
ross,"uhu uhu, check this out. (chandler sits down and looks at laptop screen)"
chandler,"(laughs, but then moves to phoebe) and don't get me started on the way that people from tulsa talk."
phoebe,okay. (and she walks away)
chandler,"what's with the word y'all? you know, just... two words just... pushed together... are we all allowed to do that, because if so, i say why stop there? you know, your new poodle could be your noodle. and fried chicken? could be fricken.waiter, waiter excuse me, i'll have the fricken? (monica laughs) see, that's... that's funny with the fricken, right?"
monica,"no, it just remind me of something this guy did today at work. i told you about that funny guy, geoffrey, right?"
chandler,"yeah, he came up..."
monica,"well, he did this bit... you probably had to be there, but it was liza minelli locked in our freezer, eating a raw chicken. (phoebe bursts out in a laugh)"
chandler,(to phoebe) were you there?
phoebe,"no, but it sounds like it was fricken funny..."
rachel,"sandy, that's exactly what it is..."
ross,are you gay? (rachel turns to ross in an embarrassed way)
rachel,ross!
rachel,oh!
rachel,"oh, that's pretty."
ross,(skeptic) so you're just like a... guy who's a nanny?
ross,"(on a yeah, right tone) okay."
ross,"yeah, kids say all kinds of crap. (in the other room emma starts to cry.)"
ross,i don’t know. we can look it up.
phoebe,"oh, god. do you remember the girls’ nights that we used to have? sitting around, talking about you and ross?"
rachel,"oh, god. it seems like forever ago."
phoebe,i know.
phoebe,so what’s going on with you and ross?
rachel,"well, um, i don’t know. i mean, for a long time, nothing. you know, actually, right before you picked me up, ross and i had a little thing."
phoebe,woah! oh my god! i love things! what happened?
rachel,"well, um, first he told me that he liked how i looked, and then, erm, we had a little, erm, eye contact."
phoebe,eye contact?
rachel,uh huh.
phoebe,i hope you were using protection.
phoebe,"should we send them something back? yes, let’s do! let’s send them mashed potatoes!!"
rachel,"no, wait, don’t do that! it’s gonna make them think that they can come over here!"
phoebe,"so, what if they do?"
rachel,we’re not here to meet guys. you have a boyfriend. i have a…baby and a ross.
phoebe,"yeah, but, um, nothing has to happen. just having fun. you know, not everything has to go as far as ‘eye contact’."
monica,"chandler, you have to tell joey that you are not in tulsa."
ross,"(he knocks at the door, mike opens it) hey mike sorry to just drop by like this, can i come in?"
ross,"i'm ross, phoebe's friend from the coffeehouse."
ross,"yeah i really, really need to talk to you about something."
ross,(laughs) no
ross,damn super cuts!
ross,"oh no yeah, no phoebe is great, but umm i'm an idiot look right before you guys went out i accidentally got her all upset."
ross,"yes, yeah i said something stupid about her never having had a serious relationship, but you should know she is so much fun, a wonderful person please don't blow her off."
ross,well then i didn't need to bother you or the four other mike hanagens i bothered.
ross,of course she has… if she'd never had a serious relationship i'd go round broadcasting it like some unstoppable moron.
ross,"yes, yes i did… and i will also say what i'm about to say vis-à-vis the following phoebe has never had a serious relationship since her… super-serious relationship with… vicrum."
ross,what that's a real name!
chandler,"(enters singing) oklahoma where the wind comes sweeping down the plane, stop it! why couldn't they have sent me to texas? 7 o clock maybe i'll hit the gym (sits down) who am i kidding pay-per-view porn."
ross,"no! no, you know what? (closes the door) you [can't get in there] (?), the baby's fine, now squam (?). yeah, [i told you a|tell your] story walking. (?)"
rachel,i was just going to say that i left my keys.
ross,"oh, (door is locked) holy moly are we in a pickle now."
phoebe,where is everyone? they're forty minutes late.
joey,"i know, u-uch."
phoebe,"i'm starving. i know we were coming here tonight, i ate nothing all day."
joey,"what about me, he? only had one lunch today."
phoebe,"yes, they are expected presently. yeah, yeah um, their arrival is in the offing."
joey,"no, they're comin', we're waitin' right here."
phoebe,"joseph! (to waiter) thou needn't worry, they shan't be long."
phoebe,one really does have a stick up one's ass. doesn't one?
monica,"how can you smoke in this day of age? do you not seen that ad with a little kid walks to grandpa, it's chilling."
chandler,"i messed up, it was a meeting, everybody was smoking."
monica,so what? don't you have any will power?
chandler,will power? i've watch home movies of you eating ding-dongs (?) without taking the tin foil off.
monica,you said that was sexy!
chandler,"'kay, look: can we just drop this? i'm not gonna smoke again."
rachel,ok.
rachel,i thought it was ross.
rachel,there isn't. there is totally isn't.
rachel,"all right. look. gavin...i...i guess i felt guilty that you were here, which i shouldn't. you know ross and i are not in"
rachel,yes
rachel,people keep saying that. oh i'm sorry gavin
rachel,so seriously...rodeo clown?
phoebe,"""no time for losers, 'cause we are the champions of the world...!"" thank you!"
phoebe,hi hi...oh you have got to sing.
monica,no i told you i can't.
phoebe,but you would have so much fun and you have a really nice voice.
monica,what have you heard me sing?
phoebe,all the time when you're cooking.
monica,what?
phoebe,"yeah you're always singing ""yummy yummy yummy, i've got love in my tummy"""
chandler,"you called everyone and said you were having trouble finding a santa costume, so i borrowed one from a guy at work!"
ross,"thank you, but, but you, you gotta leave."
chandler,why?
ross,"because, i'm finally getting him excited about hanukkah, and, and you're-you're wrecking it."
chandler,but i didn't get to shake my belly like a bowl full of jelly.
ross,"i'm sorry chandler, but this, this is really important to me."
chandler,"fine, i'll give the suit back."
monica,"(to chandler) hey, you think, you can keep it another night? (she has a really teasing look on her face and keeps twirling chandler's beard.)"
chandler,santa? really?
monica,"yeah, is that okay?"
chandler,did your dad ever dress up like santa?
monica,no.
chandler,then it's okaaay! (they kiss.)
chandler,"you know what, everybody? go home. you should be with your familys. it's bad enough that we're working new year's eve."
chandler,"good, god's speed, good people! (he starts to close the door, turns around and sees wendy) you're not gonna go?"
phoebe,phoe-be!
rachel,"honey, i don't know how to tell you this but, erm...but if something were to happen to ross or myself...[both of them knock on the wooden table]erm...you wouldn't get the baby."
ross,"well, we haven't officially asked them yet, but, we would want monica and chandler."
chandler,i can't believe you want us to raise emma!
monica,"yeah, oh my god..i'm so moved."
rachel,"amy, see, we're alot closer to monica and chandler. we see them everyday, and truthfully, honey, you don't seem very connected to the baby."
chandler,"you know guys, i gotta say this, this means so much to me. that you'd trust me, with your child...i mean, we all know that monica and i have been trying to have a baby of our own, and i've had my doubts about my skills as a father, but...that you two....that you two..."
monica,"ok...it's time for dinner! erm...everyone, we're using our fancy china, and erm, it's very expensive...so pleaaase be careful."
ross,"whoa.....whoa......[laughs, then almost drops the plate but catches it. his expression turns serious.] whoa!"
monica,"ok er...just to be clear, comedy with the plates, will not be well-received. [monica pinches ross' arm. ross flinches.]"
joey,hey!! how come my plate is less fancy than everyone elses? do you not trust me with the fancy plate?
monica,"no!!! honey that's...that's a special plate! see, it's a game! whoever gets that plate, wins!"
rachel,"monica, is ross' sister."
rachel,"listen. sudden change of plans. my maternity leave just ended. they told me that if i didn't come back today, they were gonna fire me."
ross,"what? no, that's illegal. i'm gonna have the labor department down her so fast they won't even..."
rachel,"alright, alright. calm down norma rae. they didn't actually say that. i'm just afraid if i don't come back right now this guy's gonna try to squeeze me out."
ross,what about emma? we don't have a nanny.
rachel,"i know. you know, we're just gonna have to figure out a plan tonight. can you please just take care of her for today?"
ross,absolutely. just give me your breast and we'll be on our way.
rachel,"come on, i don't know what else to do."
ross,"fine, fine. (to emma) we'll have fun, won't we? yes, we will, yes we will. (gives her a kiss, and the pink bow tapes itself to his head.)"
rachel,ross?
ross,huh?
rachel,you're pretty.
chandler,"whatever i decide to do, i'm gonna be starting a career from scratch. it's gonna be a while before i make a living at it. maybe now is not the right time to be starting a family."
ross,so you have to tell monica you don't want to have a baby right now?
chandler,yeah.
ross,(hugs chandler) good-bye.
monica,"(enters) okay, it's baby time. pants off bing. (sees ross) didn't see you there geller."
chandler,"yeah, ross is here so..."
ross,"yeah, and i was really hoping that i could hang out. what do you feel like doing?"
rachel,"oh no, please i don’t care enogh about you to bug me. in fact, from now on, i’m going to take the high road. and i’m going to be very, very nice to you. you're mama’s boy starting right now."
monica,hey rach.
rachel,hi.
monica,you’re ready for your birthday lunch?
rachel,"i am. oh but first, monica, i would like to introduce you to my very talented colleague and more importantly my wonderful friend, gavin mitchell."
monica,please to meet you. so you’re coming to rachel’s party today?
rachel,"oh no no no no. gavin, cant. he’s already has plans. mostly likely with his mother."
rachel,why did you invite him? i can’t stand that guy.
monica,you're just being so nice to him.
rachel,i was faking it. can’t you tell when i’m being fake?
rachel,"hey mr phillip, nice suit."
ross,"oh dude, don't worry about it, i found an unattended maid's car. we're way ahead of the game."
ross,oh my god.
chandler,what?
ross,there's something new in the bowl.
chandler,"look, we have enough, just walk away."
ross,"no, but i want...i want the pinecones!"
chandler,there's a forest right outside.
ross,it's not the same.
chandler,"ok, go quick!"
ross,(to the receptionist) thank you for a delightful stay.
ross,"oh, my maple candy!"
phoebe,(singing) food here at 'javu'..will kill you..the food here at 'javu' ...will kill you..
monica,"thank god, it's just you! i thought someone was swinging a bag of cats against the wall."
phoebe,"you'd better get back in that kitchen monica, the garlic is not gonna overuse itself."
monica,"ok, you have to stop playing now."
phoebe,"oh! i'm sorry rachel, i don't have time for your childish games, ok? i still have to go find something incredible to wear so i can beat mike at ""who's more over who""! (at which she walks away)"
rachel,"(to charlie) hey, hi! hey, where've you been?"
rachel,"(pretends to be stunned) oh! wi... in the dres... in the dressing room!? well, that's so weird! phoebe and i were just trying on clothes in the dressing room. god it's just such a small world!"
rachel,"oh god. you did. you heard. ok, listen, let me explain."
rachel,(after a pause) yeah.
rachel,"yeah! that's phoebe. that's phoebe. you know, she just wants them all! it's like she's a nympho!"
rachel,yeah...
rachel,(looks ashamed) i try...
ross,(to the still half asleep professor) oh my god! you really want me to be the keynote speaker? thank you! (hugs him whilst still on his lap)
joey,(impressed) wow! you look... (drops the cookie)... stop-eating hot! which is like the highest level of hotness!
phoebe,are you sure? because i'm really dreading going to this party.
joey,then don't go!
phoebe,"mike knows i'm coming, and if i don't show up he'll think it's because of him! and i don't want to lose face! that's a very serious thing in my culture."
joey,"alright, then you go to that party and you pretend to be over mike. and afterward you come to my place and i'll get you good and drunk!"
ross,"i'm sorry, i'm sorry. you were saying?"
rachel,"well, yeah... okay, look it's about me and..."
ross,"oh, not another one! oh my g... and this is moisturiser. it's even harder to clean! why? why do bad things happen to good people?"
rachel,"wow! well, clearly this is not a good time."
ross,"duh, you think? (enters the kitchen)"
phoebe,"okay, bye. alright, so mike's on his way over. see, you thought you guys were meeting here, and he thought you were meeting at the restaurant, so you know... doesn't really matter who's right or wrong. point is... i'm gonna take off."
phoebe,"alright... susie, can i call you susie?"
phoebe,"yeah, i can't say that. uhm... susie, i'm gonna be straight with you... mike and i are back together... and uhm... unfortunately that effectively ends your relationship with him. and he's very sorry about that and wishes you the best of luck in all your endeavours."
phoebe,"well, i don't..."
phoebe,"nothing, there's nothing wrong with you."
phoebe,"damn it woman, pull yourself together! have some pride, for the love of god."
phoebe,"okay, not a fan of the tough love."
phoebe,"but he didn't really know, you know. he wasn't planning on coming to barbados and proposing to me..."
phoebe,"look, precious... mike's not worth this. you're an attractive, intelligent woman and let's face it, mike's kind of a wang. i mean, he proposed to me while he was still seeing you... he was gonna break-up with you on your birthday? and, i don't like to kiss-and-tell, but he cheated on you a lot this weekend."
phoebe,"(singing) ""ipan stripan, glupi glabi! "" and that is the swedish national anthem! thank you for asking! (looks annoyed)"
rachel,"wow, ikea... what a rich culture. uhm, you know what? i have a friend who is a masseuse."
phoebe,"oh, ja! ja!"
rachel,yah! she's... uhm... not very good though... (phoebe looks devastated)
phoebe,"uhu, uhu... and why do you think that is?"
rachel,i don't know... maybe it's because she has got such callousy fingers from playing crummy guitar...
phoebe,or... maybe she has trouble loosening your knots because you're such a high maintenance tight ass!
rachel,(now lifts her head) phoebe!!
phoebe,you know it's me?
rachel,"for like a half an hour! man, you can lie about sweden!"
phoebe,how can you come here?
rachel,how could you not tell me you worked here?
phoebe,i don't have to tell you everything!
rachel,"yes you do, if you're going to make me feel guilty for getting a free massage!"
phoebe,tips not included.
monica,"phoebe, we lost half of them."
phoebe,"so, what? monica, we have the winning ticket! my psychic said i was gonna win, remember?"
ross,weird.. your psychic didn't mention anything about the scary pigeon...
phoebe,"as a matter of fact she said that's how i am going to die. (pause ) so, excuse me for being a little skittish."
chandler,"(looking at the answering machine) hey, there's two messages. these could be from work!"
monica,"oh, play them!"
chandler,"ok, here we go! (he pushes the play button)"
phoebe,"well, i bet that was very hard for him to do."
chandler,this is..shhh!
monica,"oh god, i am so sorry honey..."
rachel,"oh, it is so unfair. it's like that time they promoted sandra over me at work."
chandler,"oh, is she related to ralph lauren?"
rachel,"no, she was just much better at job than me!"
phoebe,"guys, the drawing is about to start!"
rachel,(to ross) you know what? we should call my mum's house and say goodnight to emma before she goes down.
ross,"why, why would you open it?"
chandler,"well, it didn't say ""this is a virus""!!"
ross,what did it say?
chandler,nude... (ross looks at him)... pictures of anna kournikova. i'm so sorry.
ross,"what... what am i gonna do? my speech is gone, chandler!"
chandler,"it's not gone! i mean, i'm sure you printed out a copy. you have a hard copy, right?"
ross,no! i don't!!
chandler,"well, you must be pretty mad at yourself right now...!"
joey,it's really gone?
ross,yep! i'd like to thank you guys for coming down here to complain about the rain and ruin my career!
chandler,i just feel awful.
ross,"yeah, well you should! i mean, nude pictures of anna kournikova? i mean, she's never even won a major tournament!"
chandler,"well, i tried billy jean king, but... (ross glares at him) you know, you and monica have the same ""i'm gonna kill you"" look...? i can usually make it go away by kissing her... (ross continues to glare at him and chandler leans in as if he's going to kiss ross)"
ross,get out! (chandler runs out)
rachel,"you know, this happens all the time to my computer at work."
ross,"well, what do you do?"
joey,rach?!
joey,rachel!!!!?
joey,so i can't do anything i like!??!?!?
chandler,hey rach! ah........perfection. (kisses monica) wouldn't change a thing. not a thing.
monica,honey?
chandler,yeah?
monica,about that? erm...i'm going to change.
chandler,but honey you don't have to.
monica,i'm going to get bigger!
chandler,honey i...i love your breasts the way they are!
rachel,argh. ***
monica,"well, my breasts are going to get bigger weather you like it or not! and you know what? it's not just my breasts. my ass is going to get bigger too."
chandler,your ass?!?!?
rachel,"man, don't be surprised if her hands and her feet get bigger too!"
chandler,they...do that?
monica,it's kind of a package deal!
chandler,huh! so that's what i would look like if i worked out... and was being serviced by a policeman. you're not actually going to send these out are ya?
ross,"eh..actually no, i don't need to because your little ""ross is dead"" joke didn't work, ok, there were no responses. nobody posted anything on the website, nobody called my parents, so the joke my friend is on you. nobody called, nobody wrote anything, nobody cares that i'm dead. (silence) oh my god! nobody cares that i'm dead!?"
chandler,"no, come on, you know that's not true."
ross,what are you talking about? you get sixty responses just for coming out of the closet! i didn't get one response! and i'm dead!
chandler,"well, the gay community is a lot more vocal than the dead community."
ross,i can't believe this. not even my geology lab partner? and i carried that guy! (gets up from his sofa)
chandler,"alright look, let's think about this, ok, do you really think that people are gonna stir up your family at this tragic time? that people are gonna post condolences on a website? this is not about people not caring that you're dead .this is about people not having a decent outlet for their grief."
ross,you're right. there isn't a decent outlet.
chandler,"right, i mean, come on, i'm sure that if you had a funeral or a memorial service, tons of people would come."
ross,exactly!! (sits back down at his laptop and starts typing)
chandler,"ross, what're you... what're you... what are you doing? (looks at laptop screen)you're having a memorial service for yourself!?"
ross,no! that would be stupid! you're having it for me!
chandler,"ross, don't press send, don't press se... !"
ross,"oh, too late, too late! it's sent... oops sorry and so is the picture of you and the police man..."
rachel,"i'm trying to put emma down for a nap, have you seen hugsy?"
joey,original or crappy?
rachel,"oh god, she mu... she must need her diaper changed."
rachel,"oh, that would be great! (sandy leaves for emma's room) i love him, i love him, i love him..."
ross,"oh, come on, rach, he's a guy!"
rachel,"so wh..? he's smart, he's qualified. give me one good reason we shouldn't try him out."
ross,"because, it's weird!"
rachel,why?
ross,what kind of job is that for a man? a nanny? i-it's like if a woman wanted to be...
rachel,"(she's got that ""yeah, try to say it"" look on her face) yes?"
ross,king?
rachel,"(whispering and begging) please? (ross makes a ""whatever"" gesture) yes! sandy you're hired."
rachel,oooh... ***i really can't hear what she says*** come here.
ross,you gotta be at least bi...
chandler,"hey! (joey doesn't look up, but gestures 'wait a minute' with his finger while he finishes reading the article. chandler waits for joey to finish.) i need you to set me up for a joke. later, when monica is around, i need you to ask me about fire trucks."
joey,ooh. i-i don't know chan. i'm not so good with remembering lines.
chandler,"(can't believe what he hears) well, thank god your livelihood doesn't depend on it."
chandler,don’t you think it’s better for him to think that you’re cheating on me than for him to think that i'm cheating on him? [silence] i heard it!
monica,i don’t want him to think that i'm having an affair.
chandler,alright. i’ve got a plan. i’ll go down the fire escape…
monica,yes. because all good plans start with “i’ll just go down the fire escape…”
chandler,"hear me out, woman! i’ll go down the fire escape, then i’ll wait for a while. then, when i come back up the stairs, it’ll just be like i got back from tulsa. then, joey and i will come in here and see that there is no guy in here."
monica,aren’t you afraid that joey’s going to figure all this out? [silence] i heard it!
chandler,just gonna wait for a little while.
monica,scary pigeon’s back?
chandler,it’s huge!
rachel,"oh my god! i can’t believe you live in that building! my grandmother lives in that building, ida green? no sense of personal space? kinda smells of chicken? looks like a potato?!?"
rachel,yeah! that’s my muppy!
phoebe,"yeah, i’m sorry. we weren’t really looking for anything to happen with you guys. i-i have a boyfriend."
rachel,"oh, it’s complicated. i don’t actually have a boyfriend, but, erm…"
rachel,"i’m sorry, no."
rachel,"oh, sure!"
phoebe,oh my god! you’re giving your real number!
chandler,do not disturb do not disturb! monica (smiles)
monica,is everything all right?
chandler,"everything's great, just watching some regular television there, what a pleasant surprise. (she hugs him, and she knows what he was doing so she looks at the tv and sees sharks swimming around thinking chandler was giving himself a treat to sharks.)"
monica,i'm gonna go freshen up ok
chandler,ok honey… that was close.
rachel,hello
monica,hey rach its me ok i just got the chandler's room and i caught him molesting himself.
rachel,oh that couldn't have been pretty… but you know guys do that.
monica,yea well the weird part is... he was getting off to a shark attack show!
rachel,nooooooooo!
monica,yes! chandler watches shark porn!
rachel,well watching sharks? are you sure that's what he was doing?
monica,"do you know how many times i've seen him jump up like that, believe me i know what he was doing."
rachel,man sharks… i always knew there was something weird about that dude. but you promised to love him no matter what.
monica,what means if he gets like a disease or kills someone… not if he gets his jollys to jaws!
rachel,"ah! you know what honey guys are just different, they like things that we can't understand, you know i once dated this guy who wanted to pretend he was an archeologist and i was a naughty cave woman that he unfroze from a block of ice."
monica,"that's right, because i forbid you to smoke again."
chandler,you forbid me?
monica,mhmm.
chandler,"you know, i flew a long way t see my loving wife? is she here by the way?"
monica,"don't joke (?) with me, okay? i'm very, very upset right now."
chandler,"oh, would you say this was the most upset you could be?"
monica,yes.
chandler,"then, i might as well ... (graps the cigs) do this (lights one, exhales). not really sure what to do now."
monica,"well, i'll tell you what we're gonna do: we are already late for phoebe's birthday dinner, so you point out put out that cigarette, we're gonna put this fight on hold and go have sex."
chandler,fine. what!?
monica,"sex! this is the last day i'm ovulating, and when we don't do it now, we'll have to wait till next month. (walks towards bedroom)"
chandler,you serious? (follows)
monica,oh yeah!
chandler,"right, fine, i'll do it, but no talking."
monica,"huh, and no cuddling."
chandler,and no kissing your neck.
monica,yeah i do rock that one.
phoebe,ok so isn't there a little part of you that wants to get up there?
monica,just a little but...it's just so scary! i don't even know what i would sing...
monica,"""delta dawn"""
ross,"hi! i could help not notice, but that's an unusual necklace"
ross,"right, so that's a firm ""no"". i cannot believe this, i just keep striking out."
chandler,"i don't get it neither, i mean you're obviously desperate, you're asking women how they want to be killed"
ross,this is great. rachel's gonna keep kissing guys until she finds the one she wants and i'm gonna die alone.
chandler,by drowning or...?!
chandler,well...
ross,i know! (he stands)
monica,wait wait! i can't sing in front of all these people.
phoebe,"just pretend they're not even here! it's ok monica, when that spotlight hits you it so bright you won't see anyone"
chandler,ah. thanks.
chandler,ah. (the phone rings; he answers it) chandler bing.
monica,hi honey! we're all here; we just want to wish you a merry christmas.
phoebe,(simultaneous to the others) ble-blah-blar blargh!
chandler,"ahh, merry christmas; i miss you guys!"
monica,so is it horrible? is everybody working really hard?
chandler,"ah, well no, it's just uh, me and wendy."
monica,wendy? -- that sounds like a girl's name.
chandler,it is. did i... not tell you about her?
monica,"umhmm, umhmm, about the time you told me about new year's eve. where is everybody else?"
chandler,i send them home.
monica,"ohh, you are such a good boss! is she pretty?"
chandler,"uhh, uh..."
ross,"(in a low voice) answer faster, answer faster!"
chandler,i don't know!
monica,that was me.
rachel,amy!! you've got to stop doing that.
monica,"ok...listen er...i know that you're having a little bit of a family crisis but you don't have to take it out on the plates! in fact i think, that, everyone, should erm...cut their food like this! (proceeds to cut a turkey drumstick in mid-air over the plate) now, see? this way you protect the plates, and let's face it. you have fun."
chandler,no...if crazy plate lady...[catches himself in mid-sentence] if monica dies...then...i would get emma...right?
rachel,"well, actually...."
chandler,actually what?
ross,er...it's just that in that case...then erm...emma would go to my parents.
chandler,what??!
joey,er... who has to die for me to get her?
chandler,"so, if monica's not around, i'm not good enough to raise emma?"
ross,"no, that's not what we are saying..."
joey,yeah! he's lying he looked down! (phoebe nods in agreement)
chandler,"what...what is wrong with me? am i, am i incompetent? because i managed to survive whatever it is that killed the three of you!"
rachel,"honey, you're taking this the wrong way. we think you're going to be a wonderful parent! it's just that, you're more the...y'know, fun parent."
monica,we're gonna have sex.
ross,i don't feel like having sex. maybe we can watch a movie or something.
monica,let me put it this way. we're having sex whether you're here or not.
ross,pants off bing!
rachel,"alright. now that i'm back, why don't you just fill me in on what you've been up to?"
rachel,"hey, they were popular when i left!"
rachel,"well, i should be involved in that, so why don't you get me up to speed?"
rachel,"oh, no no no no. i see what you're doing here, alright, listen, this is my job buddy. okay, i've had it for five years, and i know how it works, so why don't you just"
rachel,(sits down in her chair) oh god. you've totally messed with the back support of my chair. how do you fix this?
rachel,"fine, i will. (pushes that button thing on the chair that makes it ""collapse"") alright, fill me in!"
ross,hey.
chandler,hey.
ross,you have a blue tie that would go with this? emma spit up on mine.
chandler,"oh, yeah. but you have to give it back if i get a job. of course, by that time in the future ties will be obsolete and we'll all be wearing silver jump suits."
monica,"(enters from the bedroom) hi, good morning lover. i gotta say after last night, i'm a little weak in the knees."
