person,dialogue
rachel,God! She is...unbelievable!
ross,I know! I mean a PhD is just as good as an MD.
rachel,"Yeah, oh sure Ross yeah! If I have a heart attack at a restaurant, I want you there with your fossil brush!"
rachel,What? What? What happened?
ross,Don't say that!
rachel,Oh Amy...don't cry. Erm. Ross? Could I talk to you in private?
ross,Sure you wanna go upstairs? Or...
rachel,"Erm look. I was thinking, if it's ok with Monica, I would like to invite Amy, to Thanksgiving."
rachel,"Alright! Don't get too comfortable there, because I'm back in two weeks! And I want everything back to the way it was. I can't say that I care too much for the way you've rearranged my office."
rachel,Excuse me?
ross,Rach we have a code brown situation.
rachel,"Can you please, please take care of it for me?"
ross,"Alright, but you have to do one sometime."
rachel,Let me just get this straight! So I go have a baby and they send some guy in to do my job?
rachel,That's right. You're very cheeky for a temp.
rachel,"Oh yeah, what department was that? The Jerk department?"
rachel,Did they mention that I'm rubber and you're glue?
rachel,"Oh, hi Mr. Zelner."
rachel,"That's great. So now, Super Gavin, when I come back where are you planning on flying off to?"
rachel,"(To herself) Oh, wow. Super ass-kissing power."
rachel,Today.
rachel,"No, I said today! See, for a superhero, not so much with the listening."
phoebe,Oh my god…Bob had babies…Bob is a mom.
phoebe,Oh I don’t know. I kinda like Bob for a girl.
phoebe,"Oh my god, you killed Bob?"
phoebe,(She calls out loudly)Suzie? (She got up to see what it is.)
ross,Whaaat’sss uupppp?
chandler,"(Standing up) Seriously dude, three years ago."
ross,"Listen, can you do me a favour? I’m gonna be out today. Can you just keep an eye on Joey? Make sure nothing happens between him and Molly?"
chandler,You don’t trust him?
ross,"What? No. Some woman who sounded a lot like Joey called earlier and asked for her daughter, err… the HOT NANNY."
chandler,Is this really your long term plan for me to run interference? Because I can get a job any day now. (He sit down and put his legs on the table.)
ross,"You do appear right on the *** something . Oh come one. I’m sure he will lose interest in a week or two. But for now, can you please just do this for me?"
chandler,"Alright, fine. But don’t blame me if it doesn’t work cause you know as well as I do, once Joey sets his mind on something, more often than not, he’s going to have sex with it."
ross,"Well, well I mean we got to do something, ok? Nanny's like her doesn’t grow on trees."
chandler,Picturing that tree?
ross,Oh yeah.
chandler,Where are you going Joe?
rachel,Ah! Well it was Joey reading Drake's lines in the dream...
monica,"Of course it was! Trust me, when it comes to psychology I know what I'm talking about. I took two psych classes in college."
rachel,You took the same class twice.
monica,It was hard!
phoebe,Hey!
phoebe,"Here, Monica, look what I got to wear when I play at the restaurant (she dons a top hat) uh, huh wait! (she raises a pair of spectacles to her eyes) Right? I mean, this might even class up the ballad of the uncircumcised man."
monica,"Oh...Phoebe? Maybe I wasn't clear before. I really love listening to your music here, but my restaurant is sort of an upscale place."
phoebe,"Right, yeah, ok, I'll ask the butler to fetch my diamonds out of the vault."
monica,"Phoebe, it's not what you wear. It's sort of your songs... I just don't think you should play at the restaurant anymore."
phoebe,"Oh, ok. Fine, I'll just, I'll take the hat back (she puts the hat in a bag and she crushes it angrily on the floor with her foot)."
rachel,"Hey, so you guys, the funniest thing happened, at work..."
phoebe,My songs aren't good enough for your restaurant?
rachel,"Ok, we're still on that."
joey,No. no... eh... she went shopping with Rachel. Why? What's up?
ross,I'm meeting with professor Sherman about my being the keynote speaker...
joey,Oh! How's it going?
ross,"It could be better! He, uhm... he fell asleep!"
joey,What!? But I already bought my ticket to Bermuda!
ross,Barbados.
joey,"Fine, I'll rent a car and drive...! Ross, you have to get that job!"
ross,What am I supposed to do? He's out cold! In fact he was just talking in his sleep before and evidently he wants someone named Fran to spank him harder.
joey,"Well, just wake him up!"
ross,"I can't! If he realizes that I'm the one that put him to sleep, I won't get the job!"
joey,"Uh! That's a tough one. Oh! Wait a minute, this happened to me before! Yeah, I was auditioning for a play and the producer fell asleep and... (pause) no wait a minute... it was me who fell asleep... Yeah I mean hey, Shakespeare, how about a chase scene once in a while!?"
monica,Hey guys! Dinner's ready!
chandler,"So what do you think? I want that guys genes for my kid! Those eyes, those cheeckbones!"
monica,"Ok, there's enthusiastic and there's just plain gay!!"
chandler,You don't like him.
monica,I think he is fine! It's just that we don't know anything real about him... we should get more information.
phoebe,"Yeah, you can't do that! Oh, come on Mike, strap on a pair.Why don't you just tell her that we got back together. You know, women appreciate honesty. We also appreciate gentle spanking once in a while. Just F.Y.I."
phoebe,Her name is Precious? Is she a purebreed or did you pick her up at the pound?
phoebe,"Okay, oh and you know, if she gets upset, just scratch her tummy and give her a liver snout. (laughs and hangs up the phone)"
phoebe,(stunned) I... I'm Phoebe.
phoebe,"Enchanté (she holds out her hand, and they shake hands)"
monica,"Oh, I can't wait for everyone at work to see these... (plays with her hair to make the shells tingle again) Ow!"
chandler,"You go back to work tomorrow night, right?"
monica,Yeah!
chandler,"So if you want people to see them, then by definition you're not having them taken out... say, at the break of dawn?"
monica,"Well, if I had them taken out, then I wouldn't be able to do this. (she pushes Chandler on the couch and brushes her hair and shells against Chandler's chest) You like that, right? (again, she brushes her hair against his chest and hums...)"
chandler,What are you singing?
monica,"It's ""Bolero"" from ""10""."
chandler,"It's ""Ride of the Valkyries"" from ""Apocalypse Now""... See, here's the thing: The corn rose were really a solution to your frizzy hair problem. And now that we're home, we don't have that problem anymore, so if you think about it... I hate them!"
monica,You what? You said you liked them.
chandler,Did I? Let's refresh. I believe what I said was that I could see your scalp.
rachel,You know I... (lifts her head and tries to look in Phoebe's direction)
phoebe,(pushes her head back down) Time for your scalp massage!
rachel,(Sees Phoebe's slippers through the hole) Wow... I really love your... (startled as she realizes those are Phoebe's slippers)
phoebe,Is something wrong?
rachel,"No, it's just that uhm... it feels so good... Ikea... (pause) Yeah, say hey, you'll know this, what's the capital of Sweden?"
phoebe,(Thinks for a few moments) Uhm... Stockholm.
rachel,Damn! I wish I knew if that was right!
joey,(gesturing at an imaginary painting) Note the painterly lines and subtle impasto on this canvas. Monet painted quickly and usually outdoors as his elusive subject was light itself.
ross,"Now, do you have any idea what you just said?"
joey,"(shaking his head as if to say: of course not!) No, no, my mouth says the words, my brain is thinking monster trucks!"
ross,"Ok now, remember, when you get to the museum, Monet is not spelt M-O-N-A-Y. I just... I wrote that out phonetically for you."
joey,Phonetically? (Looks confused)
ross,"Yeah, yeah that means... you know? We just... we don't have time for this."
joey,Ok.
ross,"Ok, but you know what? I gotta say, I'm really impressed that you were able to memorize all this so quickly!"
rachel,"Chandler, would you just tell her what she did was wrong?"
chandler,"(to Mon) She's right, you shouldn't have bought tickets just for us ..."
monica,Ahhh! (shocked)
chandler,"Let me finish ... (to everyone else) however, it doesn't look like I'm gonna get this job so I can't afford to have principles, so screw you, the tickets are ours!! (takes tickets from Rachel)"
monica,There's the man I married!!
rachel,"All right, believe me.If you win the lottery, it's the last you're gonna hear from us!"
monica,"Fine! Don't be my friends! I'll buy new friends! Yeah, and then I'll pay for their plastic surgery so they'd look just like you!"
rachel,"(surprised) OH! Alright, you know what? That's it! I want my share of the tickets (picks up the bowl)!"
joey,"Yeah, I want my tickets too (takes the bowl from Rachel)! And I'm buying the Knicks! And Steffi Graff, ah ah!"
ross,"Than I want mine, too (takes the bowl from Joey)! And if I win I'm gonna put it all into a very low-yield bond."
phoebe,"Oh, you guys! We've got to keep all the tickets together (takes the bowl from Ross and puts it on the table)"
monica,"No, no! We should divide them up (picks up the bowl) and I should get extra because we used my card to buy them!"
joey,"Hey, if anybody gets extra tickets, it should be me! This all thing was my idea! (takes the bowl from Monica)"
chandler,"Oh, yeah! Thanks for inventing the lottery!"
rachel,"Ok, that's it! Just give'em to me! I'll split them up! (she tries to snatch the bowl from Joey's hands but she can't, so she pinches his nipple and she manages to take it)"
joey,(in pain) Oh!
monica,Hey!
rachel,"I just wanted to let you know I've changed my mind: I'm gonna do it, I'm gonna kiss Joey."
monica,"No, you can't! Friends hooking up is a bad idea."
rachel,"Please, what about you and Chandler?"
monica,That's different! I was drunk and stupid!
rachel,Well hello (points to herself)!
monica,What about all the guys that you've got the phone numbers from? Why don't you just kiss one of them?
rachel,"I could, I could but I don't want to! I want to kiss Joey!"
monica,Alright (shrugs). I think it's a big mistake but it's your decision.
rachel,(pause) I'm gonna do it.
monica,And I can't stop you.
rachel,No.
ross,"(to Rachel) Hey Rach, have you seen Charlie anywhere?"
ross,I'm smarter than him!
phoebe,"Hey, thank you so much for these tickets, Chandler."
chandler,"Oh well, this was a really important experience for me, and I wanted to share it with you."
chandler,That would be advice!!
monica,Ok fine. I'll handle this. (goes to Phoebe who's talking to Rachel) Phoebe?
phoebe,Yeah?
monica,(looking very serious) I need to talk to you.
phoebe,"Are you leaving ""The Supremes""? (Monica and Phoebe go to one side)"
monica,"Ok, my husband just gave your boyfriend some very bad advice. Look, David is going to propose to you tonight."
phoebe,Wow? Really? That's fantastic!
monica,What are you serious? You wanna marry him? Wha... What about Mike?
phoebe,"Oh, ok, you want me to marry Mike? Alright, well, let's just gag him and handcuff him and force him down the aisle. I can just see it: ""Mike, do you take Phoebe..."" (gestures with her hand as if someone is covering her mouth and tries to shout ""No! No!"") You know, it's every girl's dream!"
monica,Do you really think marrying someone else is the right answer?
phoebe,"Sure! Look, ok, bottom line: I love Mike... David! David. I love David. Don't look at me that way, Roseanne Rosannadanna!"
ross,"By using CT scans and computer imaging we can in a very real way, bring the Mesozoic era into the 21st century."
ross,"Oh and you know what, it will be even better tomorrow, because I won't be constantly interrupted by Joey checking to see if they put chocolates on my pillow yet. (Someone knocks on the door, Ross goes to open and it's Joey, Rachel and Chandler)."
joey,Hey guys!
ross,The chocolates aren't here yet.
chandler,"Well yes yes...You look nice can mean that your face looks nice. I want to compliment your BODY. I mean..I wouldn't change it..At all. And more specifically, i wouldn't want anything to get any bigger."
monica,o..k...
chandler,I mean..You wouldn't want any part of me to get any bigger would you? Don't answer that.
rachel,Just when you thought that dude couldn't get any wierder.
monica,I know why do you think he was so worried about me getting bigger?
rachel,I don't know! I mean...what brought that on?
monica,Oh my god. We're trying to get pregnant so he's probably starting to freak out about the fact that my body is going to change.
rachel,No...you really think that's what it is?
monica,"YOu heard him! ""No bigger!"" ""You're perfect!"" ""Just don't get any bigger!"" OH my god he sounded just like my high school wrestling coach. You know what? I'm going to have to talk to Chandler."
rachel,YEah! If you don't I will! Of course your body's gonna change. Your breasts are gonna get bigger..Your ass is gonna get bigger...You're gonna lose bladder control. (she starts sobbing) God! It's just such a magical time!
phoebe,Hi
ross,Hey!
phoebe,"Listen, I wanted to ask you something about marriage."
ross,Oh great now you're seeking me out to make jokes? I mean i can see for all hanging out but to come to my home!
phoebe,No...i really wanted to know how you feel about it.
ross,Why?
monica,Haha!
phoebe,"You know, it's a lot less surprising to do that after I've buzzed you into the building."
monica,"So Phoebe, why are there men's shoes by the door."
phoebe,Those are my shoes.
monica,"Oh, when you get over this breakup we need to go shopping."
phoebe,"Monica, I really appreciate you checking in on me, but I'm actually feeling a lot better. Yeah, I just kinda want to be alone right now."
monica,Who's that? (goes to open door)
phoebe,I ordered Chinese food.
phoebe,What are the chances? 1 billion Chinese people and they send Mike!?
monica,(To Mike) What are you doing here?
monica,Phoebe!
phoebe,"I'm sorry, I broke down... I wanted to see him."
monica,Damnit Phoebe! How did you even call him?
phoebe,There is a speakerphone on the base unit...
monica,Base Unit! Think Monica! Think!
monica,(to Mike) This doesn't concern you!!
phoebe,"I know! (points at herself) Evil! And... and... and... I like Mike so much, you know. It's just going really well. Oh my God!"
monica,"Wow, isn't it ironic that David would show up on the same day that you and Mike exchange keys?"
phoebe,"(sarcastically) Uhuh... Yeah...!, you know. And given my life long search for irony, you can imagine how happy I am."
monica,What are you gonna do?
phoebe,"I mean I guess, I just have to... tell David that nothing can happen between us. Unless I don't... You know, complicated moral situation, no right, no wrong..."
monica,You have to tell David!
phoebe,"Okay, I knew I should have had this conversation with Joey."
chandler,"(angry) Funniest guy she's ever met! (to the door) I'm funny, right...? What do you know, you're a door... You just like knock-knock jokes... (laughs about himself, but then gets determined again) Save it for inside! (he enters)"
monica,Heeeeeey!
chandler,Hey!
phoebe,Hey!
chandler,"So... Oklahoma is a crazy place. You know, they call it the Sooner state. Frankly I'd sooner be in any other state. (Monica looks at Phoebe, who also doesn't know what to say.) And what's with Oklahoma having a pan handle? Can all states have stuff like that? Hey yeah, I'm from the waistband, Wyoming. But when I was seven, we headed over to the crotch."
monica,(Doesn't believe what she's hearing) Was your cabin pressurised?
joey,Come home!
chandler,"Look, I can’t. What’s going on?"
joey,"I don’t know how to tell you this, but I think that Monica’s cheating on ya! I told you that you shouldn’t have married someone much hotter than you! Chandler looks at Monica. They nod then put their ears back to the phone. Joey walks out of his apartment and up to Monica’s door] Right, look. If you can’t come home and deal with this, then I'm gonna…"
chandler,[Loudly] No!
joey,I just heard him!
chandler,[Quiet] Can you hear him now?
joey,"No. Right, I’m going in!"
chandler,[Loudly] No! Wait!
joey,I heard him again!
chandler,Right. Just stay there. I'm coming home.
joey,Great. I’ll see you when you get here. I’m gonna wait out in the hall in case the dude comes out.
chandler,Is that really necessary?
joey,"Absolutely. You’d do it for me! Not that you’d ever have to, ‘cos I know how to keep my women completely satisfied."
ross,Shouldn’t the pizza be here by now? They said 30 minutes or less. How long has it been?
ross,I do. I do. Although it is actually a lager.
joey,"that would've been better, I'll try that Hi I'm Joey."
joey,look I don't usually ask out women that I meet in coffeehouses
joey,(turns round) gesundheit
joey,"really, great, did I actually ask you?"
joey,"(turns round again) seriously Gunther you should see someone about that cold, if it gets much worse you could DIE! (Gunther looks scared)"
ross,so how'd the date go?
phoebe,well it was awful every time I thought about what you said I started crying.
ross,So he hasn't called?
phoebe,would you call this girl? (Puts on a crying act) thanks-fo-r-a-love-ly-even-ing
ross,now I feel terrible this is all my fault.
phoebe,"well you not what you should feel terrible about, this could have been my serious guy he was sweet and smart and funny. Do you know how hard it is to meet a guy like that?"
ross,We are a rare breed.
joey,yeah and hey thanks again for letting me having that last piece of cake at the restaurant.
joey,do you have any cake?
joey,(bends down to see and the cactus pricks him in the ass) AWCH! That's why.
ross,"Oh, what were the other two?"
rachel,"Well, let's see. The first one is: I don't want to. And, you know, I'm not going."
ross,"I know, it's the first time, we're leaving the baby and ... hey, I know how hard it is for you, but ... but Emma is gonna be fine. My mom is gonna be with her. She's great with kids."
rachel,She is?
ross,Ya.
rachel,What about (?) Monica.
ross,"Hey, you only heard Monica's side of that. That little fatso was a terror."
rachel,Ish. I just don't think I can bear it.
ross,"Rachel, I know that you can. And you should."
rachel,Uch.
ross,"Really, it would be good for you and in fact, why don't you, why don't you go ahead to the restaurant and I will wait for my mom and then I'll meet you there."
rachel,Oh-A.
ross,"No, no, really. You should go. Just go! Go! Go out! Really, the world is your oyster. Kick up the heels. Paint the town red. (Slang right?)"
rachel,You need to learn some new slang.
ross,"I'm serious. C'mon, you should go. Here. (shoves her outside, while she tries to stay) No, uh-uh, just go."
rachel,What ... Oh! (points inside)
rachel,Why?
rachel,"Oh! Right! Yeah! Hold on, I'll be just clean up in here a little bit! Hello Gavin"
rachel,"I a not gonna lie to you, I'm pretty sick"
rachel,Oh no no no
rachel,So did I
rachel,It's just a cold
rachel,What? What's the matter?
rachel,Oh he's dusting me with a fossil brush. He thought it would be funny.
rachel,"Oh you're not. You're not gonna get in the middle of anything, don't worry about Ross really, really."
rachel,I lied! And I'm not sick! Just stay behind the curtain!
rachel,Oh! Molly! You're not Ross.
rachel,"Right, right, yes!"
rachel,What?
rachel,No! That's OK! That's OK! That's OK! No no no no! This is my business associate Gavin. He's just being silly.
chandler,"And, a lemon lime."
ross,"Well this, this is too much, I feel like I should get you another sweater."
chandler,And last but not least.
joey,They're ribbed for *your* pleasure.
ross,"Ooh, hey Ben, what if the Holiday Armadillo told you all about the Festival of Lights?"
ross,Yeah!
monica,Come on Ben.
ross,Years and years ago there were these people called the Maccabees...
chandler,"(entering in a Santa costume) Ho, ho, ho! Merry Christmas!"
chandler,Hey! (Grunts as Ben hits him at full speed.)
ross,"What are you doing here, Santa?"
chandler,"Well, I'm here to see my old buddy Ben. What are you doing here, weird...turtle-man?"
ross,"I'm the Holiday Armadillo, your part-Jewish friend. You sent me here to give Ben some presents. Remember?"
chandler,What?
monica,"Okay Ben, why don't you come open some more presents, and Santa, the Armadillo and I have a little talk in the kitchen? There's a sentence I'd never thought I'd say."
ross,(to Chandler) What are you doing?
ross,You know I think that's a great idea. It'll be like the pilgrims being in the Indian's syphillis.
rachel,"Look, I know she's a little tough to take...but she has no where else to go. And she's my sister. Alright? And she's Emma's aunt? And I'd like them to bond..."
ross,Ok...fine. But I don't want them bonding too much. I don't want her telling Emma she needs a nose job.
rachel,"Well! Ross, you know what? She may need one we're just going to have to make our peace with that."
rachel,Hi!!
rachel,"Hey you guys! This is my sister Amy...This is Chandler, Joey, Phoebe and you know Mon!"
joey,Yeah!
monica,Hi. [They exchange pecks on the cheek]
joey,Phoebs! I still need some help here.
phoebe,"Oh! Right ok. Erm...ok..So it's not just the lie you tell, but it's the way you tell it for example, if you look down on the ground when you're talking, people know you're lying."
joey,"Oh...(nodding)I don't know why this is so hard for me...y'know what I mean? Lying is basically just acting, and I am a terrific actor!(Smirks)"
phoebe,You are a (looks down suddenly) terrific actor!
rachel,Oh we just put her down for a nap.
ross,Thank you Amy!
ross,Emma.
joey,Hey.
phoebe,"Hey. So, what did he say?"
joey,"Well, he can be a little rough around the edges, so I'm gonna replace a word he used a lot, with the word ""puppy."" Okay, so he said: ""If your puppy friend doesn't get her puppy act together, I'm gonna fire her mother-puppy ass."""
phoebe,"I'm sorry, I can't do this. I'm not an actor."
joey,"That's right, you're not. You're a nurse. You're Nurse With Tray."
phoebe,Joey.
joey,"No, no. Nurse With Tray doesn't know Joey, she doesn't have time for friends. She gets in that operating room and she carries that tray to the doctor, because if she doesn't, people die!"
phoebe,Who dies?
joey,(Points to man on operating table) Man With Eye Patch! You get in there and you do your job.
phoebe,"Yes, doctor."
joey,Okay.
phoebe,"Hang in there, Man With Eye Patch, your tray is coming!"
phoebe,"(Does the scene) Yes, I did it!!! I nailed it!!! Yay! What's next?"
phoebe,"Okay, from the top, people!"
joey,For a walk.
chandler,"Oh, you mind if I join you?"
joey,"Actually, er, I would rather to be alone. You know I really need to…organize my thoughts."
chandler,Your thoughts? Plural?
joey,"Alright, fine. I only have one thought. It’s about the hot nanny. I've got to see her."
chandler,I’m afraid I can’t let you do that Joe.
joey,"Now you’re telling me I can’t see her? You guys are killing me. She’s a forbidden fruit. It’s like, like, she’s the princess and I’m the stable boy (Chandler looked irritated). Why are you doing this, huh? Did Ross tell you not to let me to go over there?"
chandler,"Yes, as a matter of fact, he did. So I can’t let you go."
joey,Huh? Interesting. Now there are obstacles. Hot nanny and me against the world. This is the kind of stuff great novels are made of.
chandler,Great novels?
joey,Fine. Mediocre porn!
rachel,Rachel Greene’s Office. Give me the phone.
rachel,"Hello, this is Rachel Greene. How can I help you? Uh- huh. OK then. I’ll pass you back to your son. (She hands back the phone)"
rachel,Hmm. Excuse me Gavin. I have a question I need to ask you.
rachel,"If you like looking at butt so much, why don’t you just go look at a mirror?"
monica,I didn't say your songs were not good enough.
phoebe,Then what's wrong with them? Would they not go with your tiny portions of pretentious food?
monica,Tiny portions?
phoebe,"Yeah well, ""excuse me, I ordered the smoked salmon appetizer, but (peering through her spectacles) I can't see it, I can't see it""!"
monica,"Phoebe, it's not about quantity."
phoebe,Well...it's not about quality.
monica,"Oh really, you want to talk about quality? Have you heard of a key? It's what some people sing in."
phoebe,"Well at least all my songs don't taste like garlic. Yeah, there are other ingredients Monica."
monica,"Ok, so that's what we're doing. You know, when I'm in the coffee house bopping along to one of your songs, I'm wearing ear plugs."
phoebe,"Ear plugs, or cloves of garlic?"
monica,"You know what? I take back what I said before. You keep playing at the restaurant, because with your music driving people inside, my bar sales are going up like crazy."
phoebe,"What are people having, the garlic Martini?"
chandler,"Oh we did, and you still have all your lamps."
chandler,"Oh, I didn't factor in the room tax."
chandler,Alright! Just follow my lead!
chandler,"Oh! Thanks, I'm crazy about our place. Hey! speaking of crazy... do you have a history of mental illness in the family?"
chandler,(very seriously) That's really not the kind of thing we are looking for Zack.
monica,"Oh, friends first, drunk in London, you know the story. I've got a better question for you: Do you or any of your blood relatives have diabetes?"
monica,"Eh... Heart Disease, Alzheimers, gout?"
monica,We're just making conversation. (Chandler makes an agreeing-sound)
chandler,"You know what's not funny? Male Pattern Baldness (Monica stretches her neck to look behind Zack's head and then gives Chandler an ""ok"" sign)"
chandler,I noticed you were enjoying that Ravioli with a beautiful set of teeth. Did you have braces as a child?
monica,Yess!! (M & C high-five and Zack looks confused again)
chandler,(Proceeding with his dinner) We're teeth people Zack!
rachel,Alright! Let's just do it. Let's just go over there and see if she heard.
phoebe,Good plan.
rachel,Ok. (Phoebe starts to walk in the opposite direction though. Rachel sees and follows her) Wha...? where? Where are you going?
monica,"Fine, so you don't like them. Everybody else does."
chandler,"Again, let's journey back... As I recall what Rachel said, was she had never notice the shape of your skull before. And Joey... Well, Joey didn't realise that there was anything different."
monica,"You know what? I don't care. I like it like this, and I'm gonna keep it. You're just jealous because your hair can't do this... (and she shakes her head more violently) OUCH!"
chandler,Hit yourself in the tooth?
monica,And the eye!
ross,"(gasps) Hi... There she is. Hi Emma. Oh my God, I missed you. (kisses her) Oh Emma, I missed you so much. Hey... Did you have a good time with grandma Green? Huh? Did she give you a bottle of anti-depressants again to use as a rattle? (to Rachel)"
rachel,"That was one time, Ross, and they were only like 5 milligrams."
ross,"Ooh hey, Emma, daddy has some presents for you okay? Okay? I want you to wait right here. Come here sweetie."
rachel,"Aaah... Ross, actually there's something that I really need to talk to you about."
ross,"(unpacking his bag) Okay, shoot!"
rachel,"Okay, uhm... alright, here's the deal."
ross,(gasps) OH NO!
rachel,What? What is it?
ross,"Oh, major shampoo explosion!"
rachel,"Uh, look Ross, this really isn't easy."
ross,"Oh, it's all over everything. Why? Why me? (looks up)"
rachel,Because you took three hundred bottles of shampoo?
joey,"Ah! I'm an actor! I can memorize anything! Last week on ""Days"" I had to say ""Frontal temporal zygomatic craniotomy""."
ross,Wow. What does that mean?
joey,"No idea! But the guy I said it to dies in the next scene so I guess it means ""you're gonna get eaten by a bear""."
ross,Ok! So let's move on to the Renaissance?
joey,"Ok, Caravaggio uses chiaroscuro here to highlight the anguish of the central figure. Touch it, it's really bumpy! (Reaches out to touch the imaginary painting)."
ross,"Nah ah! Nah ah! (stops him form doing so) No no no! No ad-libbing and dude, you can't touch the paintings."
joey,Come on! you... (reaches out to touch the imaginary painting again)
ross,No! (Slaps his hand)
chandler,(To the nurse at the nurses' station) My specimen is in the room and I just want to thank whoever knocked on the door while I was in there. Really helped speed the process along! (walks towards the common area and sees Janice is still there) Janice! You're not... gone?
chandler,Yeah! yeah... The hard part is over!
chandler,I haven't... I haven't even thought about the results yet... I just assumed that everything was gonna be ok.
chandler,"(Slightly panicky) Yeah, but what if it's not? What if there is a reason why we can't have a baby?"
chandler,"(smiling again) oh, oh, yeah, ok, thanks. I can't believe I didn't even think of that. I guess I was just so worried about having to... come here and do... 'that'..."
chandler,"(stares at her intently, then yells) It was a ""Wendy's!! """
phoebe,(she takes the bowl from Rachel's hands and she starts running around the room and yelling) OOOOOHHHHH!
ross,"(trying to stop her) Hey, hey!!"
phoebe,"(keeping on running and yelling) OOOOOHHHHH! (she stops) Fine, I can't take it anymore! I'm putting an end to this! (she goes out to the balcony)"
rachel,"Oh, if she jumps, I get her tickets."
joey,"No, no! (they all go towards the balcony but they get jammed in the window)"
phoebe,"If we are not doing it together, we're not doing it at all! So, say goodbye to your tickets! (She holds out the bowl, and makes as to drop the tickets on the street)."
phoebe,Don't come any closer!
chandler,"Can I come a little bit closer, valuable things are getting squished..."
phoebe,"No, what's more important, your friends or money?"
monica,Money! (they all look at her) Friends...
phoebe,"Hey Monica, what about your extra tickets?"
monica,They're all in there! Even these five that I hid in my bra (takes some tickets out of her bra and gives them to Phoebe)...
ross,Monica!
phoebe,"Ok, good! (pause) You guys were so scared! There was no way I was gonna dump this...(a pigeon swoops down, scaring Phoebe who drops the bowl on the street) Oh God, no! (pause) I think I broke your bowl."
ross,"Go, go, go!!"
phoebe,"What a beautiful night to be running around the street, looking for tickets. And the wind sure made it fun."
monica,"Oh, you're so wonderful."
chandler,"Can't believe you guys bought that, enjoy your slow death (runs away)."
joey,Damnit!
chandler,"Oh, is it on the computer, cuz I'd love to give it a read...?"
ross,"If you want to check your email, just ask! (Chandler tries to look offended)"
chandler,(offended) What? (pause) May I?
rachel,"(looking out the window) What's with the rain, Geller? I mean, when I signed up for Dino Week, nobody said anything about it being monsoon season."
rachel,It's not the time Charlie.
chandler,"(at the laptop) Oh, no, no, no dear God, no!"
joey,"Oh what, did someone outbid you for the teapot? (Chandler looks annoyed at him and Joey leans in to him) Oh! Secret teapot?"
chandler,"Your computer, I don't know wha... everything's gone!"
ross,Wha... what do you mean? (Goes to the laptop)
chandler,It must be a virus. I think it erased your hard drive.
ross,"What, oh my God. What did you do?"
chandler,Someone I don't know sent me an e-mail and I opened it.
phoebe,Mike doesn't ever wanna get married.
ross,Never?
phoebe,Never.
ross,wow...are you still going to move in with him?
phoebe,"I want to...but I just want you to tell me that marriage isn't really that big a deal. You know...that i won't, i won't be missing out on anything. That marriage stinks!"
ross,Yeah...marriage...stinks! I mean if you wanna see a man gain weight and a woman stop shaving? Get them married.
phoebe,That's not how you really feel is it?
ross,"No, I'm sorry. LOok i don't think that's what you wanna hear right now but i can't help it. I love marriage."
phoebe,Seriously? You divorc-o?
ross,"If you have to call me name, i prefer Ross the Divorcer. It's just cooler. Look...i know my marriage isn't exactly work out. But I love to be that committed to another person. And Caroline and I had some good times before she became a lesbian! And once afterward. I'm sorry."
phoebe,It's ok that's how you feel.
ross,But come on! I mean living together will be great! I mean you guys have so much fun...and you love Mike.
phoebe,I do love Mike.
ross,Yeah see? And you are so excited about moving in together before... and you know what? you should be. It's a big deal!
phoebe,Yeah I guess you're right. Yeah thanks. This helped. Thanks.
ross,"The Divorcer, to the rescue!"
phoebe,It's not cooler.
ross,yeah i just hurt it.
monica,"Look, guys, you can't do this, it's just going to make getting over each other, that much harder."
phoebe,Not if nothing happens. Why can't... why can't we just hang out as friends?
monica,"Sure! If you're just gonna hang out as friends, then maybe I'll join ya. You know, I'm your friend (to Phoebe) and Mike's friend (Mike is sceptical)."
phoebe,Sit down.
monica,Oh wow wow wow!! Make room for your friend! (sits herself down between them)
monica,I've been pretty good!
phoebe,"Thanks, you look good too."
monica,Oh no no no no... this is dangerous territory. Keep it clean!
phoebe,So how's the piano playing going?
phoebe,I've missed you too.
monica,"You know, on the way over here, I saw this drunk guy throw up. And then a pigeon ate it!"
chandler,"Hey, Ross, I just wanted to apologize... (­looks at laptop screen)..don't tell me you actually made those gay pictures of me?"
ross,"uhu uhu, check this out. (Chandler sits down and looks at laptop screen)"
chandler,"(laughs, but then moves to Phoebe) And don't get me started on the way that people from Tulsa talk."
phoebe,Okay. (and she walks away)
chandler,"What's with the word y'all? You know, just... two words just... pushed together... Are we all allowed to do that, because if so, I say why stop there? You know, your new poodle could be your noodle. And fried chicken? Could be fricken.Waiter, waiter excuse me, I'll have the fricken? (Monica laughs) See, that's... that's funny with the fricken, right?"
monica,"No, it just remind me of something this guy did today at work. I told you about that funny guy, Geoffrey, right?"
chandler,"Yeah, he came up..."
monica,"Well, he did this bit... You probably had to be there, but it was Liza Minelli locked in our freezer, eating a raw chicken. (Phoebe bursts out in a laugh)"
chandler,(to Phoebe) Were you there?
phoebe,"No, but it sounds like it was fricken funny..."
rachel,"Sandy, that's exactly what it is..."
ross,Are you gay? (Rachel turns to Ross in an embarrassed way)
rachel,Ross!
rachel,Oh!
rachel,"Oh, that's pretty."
ross,(skeptic) So you're just like a... guy who's a nanny?
ross,"(on a yeah, right tone) Okay."
